date,complaint_id,customer_id,region,category,channel,volume,segment,week_of_year,month,quarter
2024-11-13,CP200372,C103934,West,Service,Digital,1,26-40,46,11,4
2024-03-20,CP200373,C102625,East,Fees,Digital,1,26-40,12,3,1
2024-11-06,CP200374,C102731,North,Service,Digital,1,26-40,45,11,4
2024-12-15,CP200375,C102113,West,Login,Digital,1,41-55,50,12,4
2024-03-12,CP200376,C100905,South,Card,CallCenter,1,41-55,11,3,1
2024-10-21,CP200377,C102819,South,Login,CallCenter,1,56+,43,10,4
2024-02-18,CP200378,C101306,West,Service,Digital,1,26-40,7,2,1
2024-05-14,CP200379,C100828,North,Card,Digital,1,56+,20,5,2
2024-09-08,CP200380,C107628,East,Login,CallCenter,1,18-25,36,9,3
2024-06-07,CP200381,C100767,West,Login,Branch,1,18-25,23,6,2
2024-10-14,CP200382,C105491,East,Login,Branch,1,41-55,42,10,4
2024-01-28,CP200383,C100476,East,Fees,Branch,1,26-40,4,1,1
2024-06-21,CP200384,C100659,South,Fees,Digital,1,26-40,25,6,2
2024-02-13,CP200385,C103500,South,Card,Digital,1,26-40,7,2,1
2024-05-24,CP200386,C101881,North,Login,Digital,1,41-55,21,5,2
2024-10-02,CP200387,C106119,South,Fees,CallCenter,1,18-25,40,10,4
2024-05-27,CP200388,C100538,North,Service,Branch,1,18-25,22,5,2
2024-05-04,CP200389,C101293,North,Login,Digital,1,26-40,18,5,2
2024-05-24,CP200390,C103857,South,Service,Branch,1,26-40,21,5,2
2024-02-11,CP200391,C102733,West,Fees,Branch,1,26-40,6,2,1
2024-10-01,CP200392,C106742,East,Login,Digital,1,18-25,40,10,4
2024-06-14,CP200393,C106924,North,Card,CallCenter,1,26-40,24,6,2
2024-01-26,CP200394,C102874,West,Card,Digital,1,18-25,4,1,1
2024-08-10,CP200395,C105947,North,Fees,Branch,1,41-55,32,8,3
2024-10-16,CP200396,C100486,West,Card,CallCenter,1,26-40,42,10,4
2024-12-21,CP200397,C104221,South,Card,CallCenter,1,18-25,51,12,4
2024-06-23,CP200398,C103989,East,Fees,Digital,1,56+,25,6,2
2024-12-21,CP200399,C107351,South,Login,Digital,1,18-25,51,12,4
2024-06-14,CP200400,C100590,South,Service,CallCenter,1,56+,24,6,2
2024-12-10,CP200401,C101873,South,Fees,Digital,1,56+,50,12,4
2024-11-21,CP200402,C103835,West,Fees,Branch,1,26-40,47,11,4
2024-08-03,CP200403,C102090,East,Login,Digital,1,26-40,31,8,3
2024-02-22,CP200404,C102166,West,Service,Digital,1,56+,8,2,1
2024-10-05,CP200405,C101640,East,Login,Digital,1,41-55,40,10,4
2024-03-20,CP200406,C107671,North,Service,Digital,1,18-25,12,3,1
2024-06-13,CP200407,C104305,South,Service,CallCenter,1,18-25,24,6,2
2024-05-14,CP200408,C107810,East,Card,Branch,1,18-25,20,5,2
2024-11-17,CP200409,C102181,South,Card,Digital,1,56+,46,11,4
2024-01-15,CP200410,C101270,North,Login,Digital,1,56+,3,1,1
2024-05-06,CP200411,C106446,East,Card,Branch,1,41-55,19,5,2
2024-05-01,CP200412,C103018,North,Service,CallCenter,1,26-40,18,5,2
2024-05-15,CP200413,C102933,South,Login,Digital,1,56+,20,5,2
2024-03-08,CP200414,C102331,West,Login,Digital,1,26-40,10,3,1
2024-06-25,CP200415,C101967,South,Login,Digital,1,41-55,26,6,2
2024-11-09,CP200416,C100212,East,Login,Digital,1,18-25,45,11,4
2024-02-03,CP200417,C105008,East,Card,Digital,1,41-55,5,2,1
2024-01-23,CP200418,C102976,South,Card,Branch,1,41-55,4,1,1
2024-09-30,CP200419,C100626,South,Service,Branch,1,41-55,40,9,3
2024-09-10,CP200420,C105054,South,Fees,Digital,1,41-55,37,9,3
2024-05-14,CP200421,C104484,South,Login,Branch,1,56+,20,5,2
2024-10-29,CP200422,C104580,North,Login,Branch,1,41-55,44,10,4
2024-03-11,CP200423,C103564,North,Service,Branch,1,56+,11,3,1
2024-04-04,CP200424,C101953,South,Service,Digital,1,56+,14,4,2
2024-01-13,CP200425,C105872,West,Fees,Branch,1,18-25,2,1,1
2024-11-24,CP200426,C106915,South,Login,CallCenter,1,56+,47,11,4
2024-12-13,CP200427,C106825,East,Card,CallCenter,1,26-40,50,12,4
2024-07-26,CP200428,C106536,South,Fees,Digital,1,18-25,30,7,3
2024-12-04,CP200429,C101318,East,Card,Digital,1,41-55,49,12,4
2024-06-27,CP200430,C104603,North,Card,Digital,1,41-55,26,6,2
2024-12-20,CP200431,C103883,West,Login,Digital,1,26-40,51,12,4
2024-09-23,CP200432,C102866,North,Fees,Digital,1,26-40,39,9,3
2024-06-17,CP200433,C101907,East,Card,Branch,1,18-25,25,6,2
2024-08-27,CP200434,C101850,South,Card,Digital,1,26-40,35,8,3
2024-03-13,CP200435,C106654,North,Login,Branch,1,26-40,11,3,1
2024-02-23,CP200436,C102053,South,Card,Digital,1,41-55,8,2,1
2024-06-19,CP200437,C103299,East,Service,CallCenter,1,18-25,25,6,2
2024-06-09,CP200438,C105943,South,Login,Digital,1,41-55,23,6,2
2024-05-03,CP200439,C103603,West,Service,Digital,1,26-40,18,5,2
2024-01-10,CP200440,C107042,North,Login,Digital,1,18-25,2,1,1
2024-11-26,CP200441,C101449,South,Login,Branch,1,18-25,48,11,4
2024-05-13,CP200442,C102572,South,Fees,Branch,1,41-55,20,5,2
2024-10-22,CP200443,C105501,South,Login,CallCenter,1,26-40,43,10,4
2024-08-09,CP200444,C103623,East,Login,Digital,1,41-55,32,8,3
2024-11-01,CP200445,C104199,East,Fees,CallCenter,1,18-25,44,11,4
2024-04-24,CP200446,C100153,West,Fees,Digital,1,26-40,17,4,2
2024-11-05,CP200447,C101750,West,Login,Digital,1,41-55,45,11,4
2024-02-25,CP200448,C105941,South,Fees,Branch,1,26-40,8,2,1
2024-09-22,CP200449,C101022,West,Service,CallCenter,1,56+,38,9,3
2024-05-13,CP200450,C104250,North,Fees,CallCenter,1,26-40,20,5,2
2024-11-05,CP200451,C104573,South,Login,Digital,1,26-40,45,11,4
2024-11-16,CP200452,C105365,South,Card,Branch,1,56+,46,11,4
2024-07-28,CP200453,C102192,South,Fees,Digital,1,41-55,30,7,3
2024-01-05,CP200454,C102210,North,Service,Digital,1,56+,1,1,1
2024-10-12,CP200455,C101972,West,Card,Digital,1,41-55,41,10,4
2024-01-17,CP200456,C100043,South,Fees,Digital,1,26-40,3,1,1
2024-10-27,CP200457,C100763,East,Service,Digital,1,18-25,43,10,4
2024-02-12,CP200458,C101173,North,Login,Branch,1,41-55,7,2,1
2024-08-10,CP200459,C105695,South,Card,Digital,1,26-40,32,8,3
2024-05-16,CP200460,C106787,West,Card,Digital,1,41-55,20,5,2
2024-07-12,CP200461,C104741,North,Login,Digital,1,26-40,28,7,3
2024-11-18,CP200462,C104915,West,Login,Digital,1,41-55,47,11,4
2024-03-22,CP200463,C106341,South,Card,Digital,1,56+,12,3,1
2024-07-16,CP200464,C101627,South,Service,Digital,1,18-25,29,7,3
2024-03-21,CP200465,C105732,South,Login,Digital,1,41-55,12,3,1
2024-01-12,CP200466,C103638,West,Login,CallCenter,1,41-55,2,1,1
2024-09-30,CP200467,C101043,South,Login,Branch,1,41-55,40,9,3
2024-10-06,CP200468,C107832,West,Login,Digital,1,18-25,40,10,4
2024-03-11,CP200469,C104740,West,Service,Digital,1,18-25,11,3,1
2024-08-21,CP200470,C106991,North,Login,CallCenter,1,26-40,34,8,3
2024-06-12,CP200471,C102430,North,Login,Branch,1,41-55,24,6,2
2024-10-13,CP200472,C107684,North,Login,Digital,1,18-25,41,10,4
2024-12-27,CP200473,C102996,South,Card,Digital,1,41-55,52,12,4
2024-09-16,CP200474,C106753,West,Fees,Digital,1,56+,38,9,3
2024-02-06,CP200475,C102339,East,Login,CallCenter,1,18-25,6,2,1
2024-01-17,CP200476,C100849,West,Login,Branch,1,56+,3,1,1
2024-09-29,CP200477,C100105,North,Fees,Branch,1,41-55,39,9,3
2024-02-15,CP200478,C107488,South,Card,Branch,1,18-25,7,2,1
2024-12-23,CP200479,C103456,South,Login,CallCenter,1,56+,52,12,4
2024-09-13,CP200480,C103959,South,Card,Digital,1,26-40,37,9,3
2024-05-02,CP200481,C100686,East,Service,CallCenter,1,26-40,18,5,2
2024-10-23,CP200482,C101280,West,Login,Digital,1,26-40,43,10,4
2024-03-09,CP200483,C101096,South,Login,Branch,1,18-25,10,3,1
2024-05-13,CP200484,C100726,West,Fees,Digital,1,26-40,20,5,2
2024-10-02,CP200485,C100987,West,Card,Branch,1,18-25,40,10,4
2024-12-11,CP200486,C102721,South,Login,CallCenter,1,41-55,50,12,4
2024-10-20,CP200487,C105549,South,Login,Digital,1,26-40,42,10,4
2024-12-02,CP200488,C106242,East,Service,Digital,1,18-25,49,12,4
2024-09-24,CP200489,C107495,East,Card,Digital,1,41-55,39,9,3
2024-07-05,CP200490,C107628,East,Fees,Digital,1,18-25,27,7,3
2024-07-18,CP200491,C106047,West,Login,Digital,1,18-25,29,7,3
2024-03-07,CP200492,C106385,East,Service,CallCenter,1,56+,10,3,1
2024-01-22,CP200493,C104130,South,Login,Branch,1,41-55,4,1,1
2024-05-01,CP200494,C101550,West,Login,Branch,1,18-25,18,5,2
2024-11-18,CP200495,C107133,South,Card,Digital,1,26-40,47,11,4
2024-01-05,CP200496,C101857,South,Fees,CallCenter,1,26-40,1,1,1
2024-01-18,CP200497,C103032,West,Login,Branch,1,26-40,3,1,1
2024-08-08,CP200498,C103997,South,Card,Branch,1,26-40,32,8,3
2024-04-01,CP200499,C102330,South,Card,Branch,1,26-40,14,4,2
2024-03-13,CP200500,C107769,East,Login,CallCenter,1,41-55,11,3,1
2024-02-09,CP200501,C101760,West,Fees,Digital,1,26-40,6,2,1
2024-04-14,CP200502,C104331,East,Login,Branch,1,56+,15,4,2
2024-08-22,CP200503,C103088,West,Card,Digital,1,26-40,34,8,3
2024-12-01,CP200504,C103248,South,Card,Digital,1,56+,48,12,4
2024-08-19,CP200505,C103245,South,Login,Digital,1,26-40,34,8,3
2024-11-27,CP200506,C104970,North,Fees,Branch,1,41-55,48,11,4
2024-01-11,CP200507,C101507,South,Login,Branch,1,26-40,2,1,1
2024-07-22,CP200508,C107237,South,Service,Digital,1,41-55,30,7,3
2024-06-28,CP200509,C102599,West,Fees,Digital,1,56+,26,6,2
2024-01-10,CP200510,C104781,East,Login,CallCenter,1,56+,2,1,1
2024-01-10,CP200511,C106343,South,Login,Branch,1,26-40,2,1,1
2024-07-02,CP200512,C103581,East,Login,Branch,1,41-55,27,7,3
2024-10-21,CP200513,C102112,South,Card,Digital,1,18-25,43,10,4
2024-05-04,CP200514,C102041,South,Login,Digital,1,41-55,18,5,2
2024-05-17,CP200515,C106346,North,Service,Digital,1,56+,20,5,2
2024-05-06,CP200516,C103936,West,Card,Digital,1,26-40,19,5,2
2024-04-05,CP200517,C104647,South,Login,Digital,1,18-25,14,4,2
2024-10-25,CP200518,C103546,South,Login,Branch,1,26-40,43,10,4
2024-11-19,CP200519,C107453,North,Card,Digital,1,41-55,47,11,4
2024-06-05,CP200520,C101829,South,Card,Branch,1,26-40,23,6,2
2024-05-26,CP200521,C106998,South,Card,Branch,1,56+,21,5,2
2024-02-03,CP200522,C104395,South,Card,CallCenter,1,26-40,5,2,1
2024-06-12,CP200523,C107285,North,Service,Digital,1,56+,24,6,2
2024-10-05,CP200524,C100595,East,Fees,Digital,1,26-40,40,10,4
2024-02-23,CP200525,C105443,West,Service,Digital,1,41-55,8,2,1
2024-07-22,CP200526,C102941,West,Card,Digital,1,26-40,30,7,3
2024-10-14,CP200527,C102723,North,Login,Digital,1,26-40,42,10,4
2024-06-29,CP200528,C100993,South,Fees,Branch,1,18-25,26,6,2
2024-12-25,CP200529,C101459,West,Service,Digital,1,26-40,52,12,4
2024-09-03,CP200530,C100885,North,Login,Branch,1,26-40,36,9,3
2024-05-10,CP200531,C103680,South,Fees,Digital,1,41-55,19,5,2
2024-09-30,CP200532,C103322,South,Login,Branch,1,41-55,40,9,3
2024-05-07,CP200533,C103792,East,Card,Digital,1,18-25,19,5,2
2024-02-17,CP200534,C103858,South,Fees,Branch,1,41-55,7,2,1
2024-07-18,CP200535,C102283,West,Fees,Digital,1,41-55,29,7,3
2024-08-30,CP200536,C101168,North,Login,Branch,1,41-55,35,8,3
2024-10-06,CP200537,C102960,South,Login,CallCenter,1,41-55,40,10,4
2024-02-03,CP200538,C103227,East,Card,CallCenter,1,18-25,5,2,1
2024-09-04,CP200539,C102657,East,Fees,CallCenter,1,26-40,36,9,3
2024-03-08,CP200540,C104950,South,Card,Branch,1,26-40,10,3,1
2024-01-30,CP200541,C103228,East,Card,Branch,1,41-55,5,1,1
2024-10-13,CP200542,C106292,South,Service,Digital,1,56+,41,10,4
2024-02-20,CP200543,C105380,South,Login,Digital,1,18-25,8,2,1
2024-12-13,CP200544,C101332,South,Card,Digital,1,26-40,50,12,4
2024-01-28,CP200545,C106173,South,Fees,CallCenter,1,26-40,4,1,1
2024-09-24,CP200546,C106863,North,Login,CallCenter,1,26-40,39,9,3
2024-03-23,CP200547,C105965,West,Login,Branch,1,26-40,12,3,1
2024-11-11,CP200548,C104879,South,Fees,CallCenter,1,26-40,46,11,4
2024-03-12,CP200549,C100757,North,Login,Branch,1,56+,11,3,1
2024-02-04,CP200550,C101273,South,Login,Branch,1,26-40,5,2,1
2024-08-28,CP200551,C103246,South,Card,Digital,1,26-40,35,8,3
2024-07-26,CP200552,C105587,East,Card,Digital,1,26-40,30,7,3
2024-07-24,CP200553,C107634,East,Login,CallCenter,1,18-25,30,7,3
2024-11-14,CP200554,C100879,South,Fees,Branch,1,26-40,46,11,4
2024-06-06,CP200555,C105989,South,Card,Digital,1,26-40,23,6,2
2024-02-03,CP200556,C104300,North,Login,Digital,1,26-40,5,2,1
2024-05-17,CP200557,C106407,East,Login,CallCenter,1,18-25,20,5,2
2024-03-13,CP200558,C105489,West,Service,Digital,1,41-55,11,3,1
2024-12-15,CP200559,C102835,North,Card,Digital,1,41-55,50,12,4
2024-01-19,CP200560,C101456,South,Login,Digital,1,26-40,3,1,1
2024-06-30,CP200561,C102571,South,Fees,Digital,1,26-40,26,6,2
2024-02-25,CP200562,C106166,South,Fees,Branch,1,41-55,8,2,1
2024-08-06,CP200563,C104765,North,Card,Digital,1,26-40,32,8,3
2024-06-14,CP200564,C103590,South,Card,CallCenter,1,41-55,24,6,2
2024-12-12,CP200565,C106690,West,Service,Branch,1,26-40,50,12,4
2024-01-25,CP200566,C105576,South,Card,Digital,1,56+,4,1,1
2024-02-16,CP200567,C102541,South,Login,Digital,1,26-40,7,2,1
2024-05-27,CP200568,C106257,South,Login,Digital,1,18-25,22,5,2
2024-01-27,CP200569,C107050,West,Fees,Digital,1,56+,4,1,1
2024-10-31,CP200570,C101831,South,Fees,Digital,1,56+,44,10,4
2024-10-30,CP200571,C102012,North,Fees,Digital,1,18-25,44,10,4
2024-03-28,CP200572,C100791,West,Login,Digital,1,26-40,13,3,1
2024-05-15,CP200573,C107518,South,Login,Digital,1,26-40,20,5,2
2024-05-01,CP200574,C103076,North,Fees,Branch,1,26-40,18,5,2
2024-08-14,CP200575,C106804,South,Login,Branch,1,56+,33,8,3
2024-12-17,CP200576,C104677,East,Fees,Digital,1,18-25,51,12,4
2024-02-11,CP200577,C101994,South,Service,Digital,1,26-40,6,2,1
2024-04-12,CP200578,C105911,North,Service,Digital,1,18-25,15,4,2
2024-05-10,CP200579,C102679,South,Service,Branch,1,26-40,19,5,2
2024-05-15,CP200580,C101020,South,Fees,Digital,1,56+,20,5,2
2024-09-09,CP200581,C104255,West,Login,Digital,1,18-25,37,9,3
2024-12-26,CP200582,C103393,South,Fees,Digital,1,18-25,52,12,4
2024-09-30,CP200583,C100506,South,Login,Digital,1,26-40,40,9,3
2024-01-09,CP200584,C105893,South,Card,Digital,1,41-55,2,1,1
2024-12-04,CP200585,C100688,North,Service,Digital,1,41-55,49,12,4
2024-07-30,CP200586,C105398,South,Card,CallCenter,1,41-55,31,7,3
2024-05-10,CP200587,C105736,South,Login,Digital,1,41-55,19,5,2
2024-10-13,CP200588,C107782,South,Fees,Digital,1,26-40,41,10,4
2024-07-06,CP200589,C103265,North,Card,Digital,1,26-40,27,7,3
2024-03-03,CP200590,C105384,East,Login,Digital,1,26-40,9,3,1
2024-03-13,CP200591,C102407,East,Card,Branch,1,26-40,11,3,1
2024-04-16,CP200592,C104933,East,Card,Digital,1,26-40,16,4,2
2024-01-21,CP200593,C107618,South,Login,Digital,1,41-55,3,1,1
2024-08-25,CP200594,C105275,West,Card,Branch,1,41-55,34,8,3
2024-01-08,CP200595,C100943,East,Login,CallCenter,1,26-40,2,1,1
2024-09-09,CP200596,C101408,East,Card,Digital,1,56+,37,9,3
2024-12-15,CP200597,C103937,West,Login,Digital,1,41-55,50,12,4
2024-05-16,CP200598,C103844,South,Login,Digital,1,56+,20,5,2
2024-12-13,CP200599,C107832,West,Fees,Digital,1,18-25,50,12,4
2024-03-22,CP200600,C106797,North,Login,Digital,1,18-25,12,3,1
2024-04-19,CP200601,C100939,West,Login,Digital,1,18-25,16,4,2
2024-03-26,CP200602,C107869,West,Service,Digital,1,41-55,13,3,1
2024-07-04,CP200603,C102868,East,Service,Digital,1,56+,27,7,3
2024-10-22,CP200604,C100176,South,Login,Digital,1,26-40,43,10,4
2024-07-10,CP200605,C102188,South,Login,Digital,1,26-40,28,7,3
2024-05-17,CP200606,C107378,South,Fees,Digital,1,26-40,20,5,2
2024-03-09,CP200607,C106380,South,Card,Digital,1,41-55,10,3,1
2024-02-26,CP200608,C102998,South,Fees,Digital,1,56+,9,2,1
2024-02-11,CP200609,C100206,South,Service,Branch,1,18-25,6,2,1
2024-03-19,CP200610,C103859,South,Login,Digital,1,18-25,12,3,1
2024-05-03,CP200611,C102293,South,Service,Digital,1,26-40,18,5,2
2024-12-22,CP200612,C106477,West,Login,Digital,1,26-40,51,12,4
2024-11-15,CP200613,C107903,West,Fees,Digital,1,41-55,46,11,4
2024-04-20,CP200614,C107650,South,Card,Digital,1,41-55,16,4,2
2024-09-11,CP200615,C106254,West,Service,Digital,1,56+,37,9,3
2024-02-11,CP200616,C100851,North,Card,Branch,1,18-25,6,2,1
2024-10-17,CP200617,C107033,South,Fees,CallCenter,1,18-25,42,10,4
2024-07-24,CP200618,C101272,West,Card,Branch,1,26-40,30,7,3
2024-05-28,CP200619,C107388,South,Fees,Branch,1,18-25,22,5,2
2024-11-09,CP200620,C107654,North,Card,Digital,1,18-25,45,11,4
2024-08-07,CP200621,C105496,South,Fees,Digital,1,56+,32,8,3
2024-12-23,CP200622,C102094,West,Fees,CallCenter,1,56+,52,12,4
2024-08-23,CP200623,C105991,North,Login,Digital,1,41-55,34,8,3
2024-09-20,CP200624,C106533,South,Fees,Branch,1,18-25,38,9,3
2024-12-02,CP200625,C107220,South,Fees,Branch,1,18-25,49,12,4
2024-12-18,CP200626,C101270,North,Fees,Digital,1,56+,51,12,4
2024-01-14,CP200627,C100187,South,Login,Digital,1,18-25,2,1,1
2024-02-17,CP200628,C103537,North,Card,Branch,1,26-40,7,2,1
2024-05-28,CP200629,C100005,East,Login,Branch,1,56+,22,5,2
2024-06-03,CP200630,C107506,West,Service,Branch,1,56+,23,6,2
2024-07-19,CP200631,C100406,South,Card,CallCenter,1,26-40,29,7,3
2024-07-09,CP200632,C100055,South,Card,CallCenter,1,41-55,28,7,3
2024-10-29,CP200633,C102244,South,Card,CallCenter,1,26-40,44,10,4
2024-09-09,CP200634,C107069,South,Card,Digital,1,41-55,37,9,3
2024-09-13,CP200635,C104393,North,Fees,Digital,1,41-55,37,9,3
2024-12-21,CP200636,C102173,South,Login,CallCenter,1,18-25,51,12,4
2024-01-22,CP200637,C107403,East,Login,CallCenter,1,26-40,4,1,1
2024-04-13,CP200638,C100168,South,Service,Digital,1,26-40,15,4,2
2024-01-20,CP200639,C106917,South,Service,Branch,1,41-55,3,1,1
2024-05-30,CP200640,C100031,South,Login,CallCenter,1,56+,22,5,2
2024-02-13,CP200641,C102019,East,Login,Branch,1,26-40,7,2,1
2024-08-25,CP200642,C106725,East,Fees,Branch,1,26-40,34,8,3
2024-09-02,CP200643,C107047,South,Card,Branch,1,26-40,36,9,3
2024-07-07,CP200644,C100080,South,Card,CallCenter,1,41-55,27,7,3
2024-02-05,CP200645,C100863,South,Login,CallCenter,1,26-40,6,2,1
2024-08-23,CP200646,C104020,South,Login,Digital,1,26-40,34,8,3
2024-02-09,CP200647,C100355,East,Fees,Digital,1,26-40,6,2,1
2024-01-21,CP200648,C101966,South,Card,Digital,1,41-55,3,1,1
2024-02-27,CP200649,C104613,East,Login,Branch,1,26-40,9,2,1
2024-08-13,CP200650,C106358,North,Card,CallCenter,1,26-40,33,8,3
2024-08-26,CP200651,C100673,South,Login,Digital,1,41-55,35,8,3
2024-05-25,CP200652,C101341,North,Login,CallCenter,1,41-55,21,5,2
2024-02-04,CP200653,C104574,South,Login,Branch,1,41-55,5,2,1
2024-09-01,CP200654,C103872,East,Login,Digital,1,18-25,35,9,3
2024-06-16,CP200655,C105940,East,Fees,CallCenter,1,41-55,24,6,2
2024-04-19,CP200656,C105974,North,Card,Digital,1,56+,16,4,2
2024-07-30,CP200657,C106085,South,Login,Branch,1,41-55,31,7,3
2024-01-04,CP200658,C107697,North,Fees,Digital,1,41-55,1,1,1
2024-04-28,CP200659,C105317,South,Service,CallCenter,1,56+,17,4,2
2024-02-26,CP200660,C107307,West,Fees,Branch,1,41-55,9,2,1
2024-02-05,CP200661,C102513,South,Service,Digital,1,18-25,6,2,1
2024-07-02,CP200662,C105150,East,Login,Branch,1,41-55,27,7,3
2024-01-07,CP200663,C100544,South,Fees,Digital,1,18-25,1,1,1
2024-07-21,CP200664,C106508,South,Card,CallCenter,1,26-40,29,7,3
2024-12-28,CP200665,C103655,South,Fees,Digital,1,18-25,52,12,4
2024-09-29,CP200666,C103784,East,Service,Digital,1,26-40,39,9,3
2024-03-22,CP200667,C101893,West,Login,Digital,1,18-25,12,3,1
2024-01-28,CP200668,C104651,East,Card,Digital,1,41-55,4,1,1
2024-04-28,CP200669,C103227,East,Card,Digital,1,18-25,17,4,2
2024-05-07,CP200670,C104224,North,Card,Digital,1,18-25,19,5,2
2024-09-30,CP200671,C105202,South,Card,Branch,1,18-25,40,9,3
2024-11-20,CP200672,C101096,South,Card,Digital,1,18-25,47,11,4
2024-09-23,CP200673,C103743,South,Card,Digital,1,26-40,39,9,3
2024-07-14,CP200674,C103391,South,Service,Digital,1,41-55,28,7,3
2024-03-03,CP200675,C107147,West,Fees,Digital,1,41-55,9,3,1
2024-01-18,CP200676,C100145,South,Service,Digital,1,26-40,3,1,1
2024-01-06,CP200677,C103924,South,Fees,Digital,1,18-25,1,1,1
2024-11-16,CP200678,C100776,South,Login,Branch,1,41-55,46,11,4
2024-11-05,CP200679,C101618,South,Login,Digital,1,56+,45,11,4
2024-10-06,CP200680,C103822,East,Fees,Digital,1,26-40,40,10,4
2024-08-09,CP200681,C102176,North,Login,Digital,1,26-40,32,8,3
2024-12-12,CP200682,C106935,North,Login,Branch,1,41-55,50,12,4
2024-02-23,CP200683,C101011,East,Login,Digital,1,26-40,8,2,1
2024-08-25,CP200684,C105939,West,Fees,CallCenter,1,41-55,34,8,3
2024-06-06,CP200685,C100913,South,Service,CallCenter,1,56+,23,6,2
2024-02-28,CP200686,C104630,South,Card,Branch,1,26-40,9,2,1
2024-10-28,CP200687,C107061,West,Card,Digital,1,18-25,44,10,4
2024-06-29,CP200688,C101368,East,Service,Branch,1,18-25,26,6,2
2024-03-29,CP200689,C103301,West,Fees,Digital,1,26-40,13,3,1
2024-06-27,CP200690,C100722,East,Card,Digital,1,18-25,26,6,2
2024-08-15,CP200691,C105427,South,Login,CallCenter,1,41-55,33,8,3
2024-11-22,CP200692,C103666,East,Login,Branch,1,18-25,47,11,4
2024-05-21,CP200693,C101952,East,Login,Digital,1,41-55,21,5,2
2024-07-19,CP200694,C102063,North,Fees,Branch,1,18-25,29,7,3
2024-01-04,CP200695,C104548,North,Card,CallCenter,1,41-55,1,1,1
2024-01-12,CP200696,C102712,South,Login,Digital,1,26-40,2,1,1
2024-02-28,CP200697,C102750,South,Service,Digital,1,26-40,9,2,1
2024-05-31,CP200698,C102184,North,Login,CallCenter,1,26-40,22,5,2
2024-11-13,CP200699,C103592,West,Card,Digital,1,41-55,46,11,4
2024-09-25,CP200700,C107304,South,Service,Digital,1,26-40,39,9,3
2024-07-02,CP200701,C102574,East,Login,Branch,1,26-40,27,7,3
2024-11-21,CP200702,C106756,South,Fees,Digital,1,41-55,47,11,4
2024-10-06,CP200703,C102238,South,Card,CallCenter,1,26-40,40,10,4
2024-12-26,CP200704,C106313,South,Service,Digital,1,18-25,52,12,4
2024-04-29,CP200705,C107497,South,Login,Branch,1,26-40,18,4,2
2024-03-02,CP200706,C104018,South,Fees,Digital,1,18-25,9,3,1
2024-03-02,CP200707,C100849,West,Card,Branch,1,56+,9,3,1
2024-12-01,CP200708,C101783,South,Card,Digital,1,18-25,48,12,4
2024-02-06,CP200709,C102163,South,Card,Digital,1,26-40,6,2,1
2024-08-31,CP200710,C107831,South,Login,Branch,1,41-55,35,8,3
2024-12-06,CP200711,C105237,East,Login,Digital,1,18-25,49,12,4
2024-11-26,CP200712,C102665,South,Fees,CallCenter,1,41-55,48,11,4
2024-11-08,CP200713,C101097,South,Service,Branch,1,41-55,45,11,4
2024-08-22,CP200714,C102690,West,Fees,CallCenter,1,56+,34,8,3
2024-03-30,CP200715,C105383,North,Card,CallCenter,1,18-25,13,3,1
2024-03-16,CP200716,C104199,East,Card,Digital,1,18-25,11,3,1
2024-03-16,CP200717,C107642,South,Fees,Digital,1,26-40,11,3,1
2024-02-01,CP200718,C102181,South,Login,Digital,1,56+,5,2,1
