date,ticket_id,customer_id,region,type,resolution_time_hours,channel,segment,week_of_year,month,quarter
2024-06-12,TK500345,C107792,West,Login,10.42,Digital,18-25,24,6,2
2024-06-22,TK500346,C107827,West,AppBug,16.37,CallCenter,18-25,25,6,2
2024-03-01,TK500347,C104009,South,AppBug,10.61,CallCenter,41-55,9,3,1
2024-10-16,TK500348,C103027,West,Other,10.98,CallCenter,56+,42,10,4
2024-04-21,TK500349,C100420,South,AppBug,15.61,Digital,41-55,16,4,2
2024-03-24,TK500350,C106139,East,Card,15.26,CallCenter,26-40,12,3,1
2024-07-09,TK500351,C102860,South,Transfer,10.52,Digital,26-40,28,7,3
2024-07-27,TK500352,C107876,West,Login,16.0,Digital,41-55,30,7,3
2024-03-22,TK500353,C107114,North,AppBug,8.25,Digital,41-55,12,3,1
2024-10-15,TK500354,C106411,North,AppBug,7.94,Digital,41-55,42,10,4
2024-03-14,TK500355,C107232,South,AppBug,7.97,Digital,18-25,11,3,1
2024-08-13,TK500356,C102328,South,AppBug,12.88,CallCenter,26-40,33,8,3
2024-11-26,TK500357,C106568,South,Transfer,21.0,Digital,41-55,48,11,4
2024-05-22,TK500358,C103187,South,Other,2.49,Digital,56+,21,5,2
2024-07-01,TK500359,C107049,West,AppBug,20.4,Digital,26-40,27,7,3
2024-01-25,TK500360,C101679,South,Other,12.56,Branch,26-40,4,1,1
2024-09-25,TK500361,C107766,North,Transfer,14.69,Digital,41-55,39,9,3
2024-01-13,TK500362,C101450,West,Transfer,26.51,Digital,41-55,2,1,1
2024-02-27,TK500363,C103439,West,AppBug,10.1,Digital,26-40,9,2,1
2024-07-13,TK500364,C101970,East,Transfer,5.64,Digital,26-40,28,7,3
2024-12-04,TK500365,C103364,South,Login,9.55,Branch,26-40,49,12,4
2024-06-22,TK500366,C100876,West,Card,17.09,CallCenter,26-40,25,6,2
2024-07-27,TK500367,C104533,South,Transfer,5.99,Digital,26-40,30,7,3
2024-02-24,TK500368,C107651,East,Card,1.71,Digital,26-40,8,2,1
2024-06-09,TK500369,C102363,East,Transfer,19.94,Digital,56+,23,6,2
2024-02-28,TK500370,C103543,West,AppBug,7.87,Digital,26-40,9,2,1
2024-08-24,TK500371,C100867,South,AppBug,12.45,Digital,41-55,34,8,3
2024-06-29,TK500372,C103108,South,Transfer,1.41,CallCenter,18-25,26,6,2
2024-01-13,TK500373,C104118,North,Transfer,15.34,CallCenter,26-40,2,1,1
2024-12-27,TK500374,C101426,North,AppBug,11.3,Digital,18-25,52,12,4
2024-09-18,TK500375,C107789,East,Transfer,5.76,Digital,26-40,38,9,3
2024-08-21,TK500376,C102168,West,Transfer,12.42,Digital,26-40,34,8,3
2024-03-25,TK500377,C105118,South,AppBug,7.6,Branch,18-25,13,3,1
2024-03-19,TK500378,C101759,South,Transfer,14.97,CallCenter,56+,12,3,1
2024-08-19,TK500379,C101133,South,Card,1.76,Digital,41-55,34,8,3
2024-11-23,TK500380,C106474,South,Login,14.68,Branch,18-25,47,11,4
2024-01-25,TK500381,C107559,West,AppBug,12.3,Digital,56+,4,1,1
2024-06-05,TK500382,C102178,South,Other,3.32,CallCenter,26-40,23,6,2
2024-03-30,TK500383,C102295,East,Card,1.0,CallCenter,18-25,13,3,1
2024-12-19,TK500384,C105066,East,Login,25.21,Branch,41-55,51,12,4
2024-03-13,TK500385,C106597,South,Login,11.96,Branch,26-40,11,3,1
2024-07-12,TK500386,C101349,North,AppBug,9.05,Branch,18-25,28,7,3
2024-09-12,TK500387,C101192,South,Login,14.34,Digital,56+,37,9,3
2024-06-14,TK500388,C106790,East,Transfer,14.53,Digital,26-40,24,6,2
2024-09-07,TK500389,C104572,South,Transfer,10.04,CallCenter,18-25,36,9,3
2024-09-11,TK500390,C106964,South,AppBug,1.0,Digital,18-25,37,9,3
2024-03-22,TK500391,C105292,East,AppBug,17.83,Digital,56+,12,3,1
2024-05-27,TK500392,C101864,North,Other,6.65,Digital,41-55,22,5,2
2024-01-31,TK500393,C105385,South,Login,19.25,CallCenter,41-55,5,1,1
2024-07-18,TK500394,C102014,West,Login,21.1,Digital,26-40,29,7,3
2024-12-01,TK500395,C107141,West,Card,10.77,CallCenter,41-55,48,12,4
2024-10-17,TK500396,C107813,West,Login,12.36,Digital,26-40,42,10,4
2024-06-23,TK500397,C106064,South,Other,12.33,CallCenter,26-40,25,6,2
2024-10-24,TK500398,C103017,South,Login,11.06,Digital,18-25,43,10,4
2024-01-16,TK500399,C102141,West,AppBug,8.36,CallCenter,26-40,3,1,1
2024-12-13,TK500400,C106333,North,AppBug,13.62,Branch,26-40,50,12,4
2024-09-16,TK500401,C103060,South,Login,2.22,CallCenter,26-40,38,9,3
2024-12-30,TK500402,C106331,South,Login,16.27,CallCenter,56+,1,12,4
2024-03-04,TK500403,C103045,East,Login,19.94,CallCenter,56+,10,3,1
2024-04-02,TK500404,C105922,South,Card,13.5,CallCenter,41-55,14,4,2
2024-01-09,TK500405,C104405,East,Card,7.31,Digital,26-40,2,1,1
2024-02-05,TK500406,C103493,North,Login,10.13,Digital,41-55,6,2,1
2024-04-13,TK500407,C104098,West,Transfer,8.93,CallCenter,41-55,15,4,2
2024-01-13,TK500408,C101427,South,Transfer,19.33,Digital,18-25,2,1,1
2024-07-04,TK500409,C107153,South,Transfer,11.49,CallCenter,26-40,27,7,3
2024-05-16,TK500410,C101432,South,AppBug,4.22,CallCenter,18-25,20,5,2
2024-12-31,TK500411,C107229,East,AppBug,1.0,Digital,56+,1,12,4
2024-02-22,TK500412,C103018,North,Other,5.41,CallCenter,26-40,8,2,1
2024-02-02,TK500413,C104933,East,Login,8.91,CallCenter,26-40,5,2,1
2024-01-25,TK500414,C107722,West,AppBug,5.21,Digital,18-25,4,1,1
2024-12-17,TK500415,C101436,South,Login,20.45,CallCenter,18-25,51,12,4
2024-12-07,TK500416,C100779,South,Other,5.88,CallCenter,56+,49,12,4
2024-11-24,TK500417,C106862,South,Login,10.26,CallCenter,18-25,47,11,4
2024-11-14,TK500418,C106676,South,Card,23.25,Digital,26-40,46,11,4
2024-12-13,TK500419,C102000,East,Card,5.31,Digital,41-55,50,12,4
2024-11-26,TK500420,C105730,South,Login,3.5,Digital,26-40,48,11,4
2024-05-18,TK500421,C106037,South,Login,14.23,Digital,26-40,20,5,2
2024-06-21,TK500422,C104113,North,AppBug,15.12,CallCenter,26-40,25,6,2
2024-10-23,TK500423,C105820,West,AppBug,17.23,CallCenter,41-55,43,10,4
2024-04-22,TK500424,C102775,South,Login,10.48,Digital,26-40,17,4,2
2024-06-09,TK500425,C107054,West,AppBug,13.43,Branch,18-25,23,6,2
2024-01-17,TK500426,C102562,East,Transfer,1.0,CallCenter,41-55,3,1,1
2024-01-21,TK500427,C102146,North,Transfer,11.77,Digital,18-25,3,1,1
2024-10-22,TK500428,C101558,South,Transfer,5.0,CallCenter,41-55,43,10,4
2024-04-09,TK500429,C105588,East,Login,15.19,Digital,26-40,15,4,2
2024-05-23,TK500430,C105418,South,AppBug,25.26,Digital,18-25,21,5,2
2024-01-13,TK500431,C102610,South,Card,5.56,Digital,56+,2,1,1
2024-07-25,TK500432,C100049,East,Login,17.29,CallCenter,18-25,30,7,3
2024-08-13,TK500433,C107671,North,Other,1.0,Digital,18-25,33,8,3
2024-04-03,TK500434,C107376,West,AppBug,12.64,Digital,18-25,14,4,2
2024-08-07,TK500435,C102851,South,Card,23.47,CallCenter,26-40,32,8,3
2024-07-09,TK500436,C101009,North,Transfer,18.52,Branch,26-40,28,7,3
2024-09-25,TK500437,C106293,West,Other,15.5,CallCenter,56+,39,9,3
2024-03-08,TK500438,C105668,South,AppBug,13.52,Digital,41-55,10,3,1
2024-11-24,TK500439,C104326,South,Transfer,19.38,CallCenter,18-25,47,11,4
2024-05-03,TK500440,C105259,West,AppBug,5.77,Branch,18-25,18,5,2
2024-06-20,TK500441,C104319,West,AppBug,12.74,Digital,26-40,25,6,2
2024-08-14,TK500442,C101811,South,Transfer,10.68,Digital,26-40,33,8,3
2024-03-10,TK500443,C102823,South,AppBug,9.33,Digital,56+,10,3,1
2024-12-21,TK500444,C105363,West,Login,15.3,Digital,56+,51,12,4
2024-03-26,TK500445,C106008,West,Card,18.24,CallCenter,41-55,13,3,1
2024-10-28,TK500446,C103980,South,Transfer,11.7,Digital,18-25,44,10,4
2024-12-27,TK500447,C107968,North,Login,17.86,Digital,18-25,52,12,4
2024-10-10,TK500448,C107939,North,Login,8.65,Digital,41-55,41,10,4
2024-04-28,TK500449,C107743,South,Transfer,15.86,Branch,56+,17,4,2
2024-12-13,TK500450,C100111,South,AppBug,6.63,Digital,18-25,50,12,4
2024-12-05,TK500451,C107904,West,AppBug,8.12,CallCenter,56+,49,12,4
2024-03-18,TK500452,C102625,East,Login,13.24,CallCenter,26-40,12,3,1
2024-08-11,TK500453,C107249,North,Transfer,10.07,Digital,41-55,32,8,3
2024-12-23,TK500454,C102409,South,Transfer,15.01,CallCenter,56+,52,12,4
2024-02-25,TK500455,C102956,West,Login,13.97,Digital,18-25,8,2,1
2024-01-24,TK500456,C102194,North,Transfer,11.84,CallCenter,26-40,4,1,1
2024-10-01,TK500457,C103569,South,Card,4.62,CallCenter,26-40,40,10,4
2024-03-22,TK500458,C104717,East,Other,13.51,CallCenter,26-40,12,3,1
2024-01-16,TK500459,C106484,South,Transfer,1.0,Digital,56+,3,1,1
2024-02-25,TK500460,C105572,West,AppBug,11.79,CallCenter,26-40,8,2,1
2024-01-29,TK500461,C107132,East,Card,16.3,CallCenter,18-25,5,1,1
2024-12-28,TK500462,C103591,South,Login,14.25,Digital,26-40,52,12,4
2024-08-30,TK500463,C104697,East,Card,18.62,Digital,26-40,35,8,3
2024-03-10,TK500464,C100996,West,AppBug,6.48,Branch,41-55,10,3,1
2024-05-31,TK500465,C105090,South,Login,1.0,CallCenter,26-40,22,5,2
2024-06-16,TK500466,C101664,North,AppBug,19.34,Branch,56+,24,6,2
2024-06-25,TK500467,C103661,South,Transfer,14.42,CallCenter,56+,26,6,2
2024-05-12,TK500468,C103715,West,Card,19.83,Digital,41-55,19,5,2
2024-03-07,TK500469,C103239,North,Transfer,11.08,Digital,26-40,10,3,1
2024-05-14,TK500470,C100515,South,Login,25.46,Branch,18-25,20,5,2
2024-11-25,TK500471,C101937,South,Other,9.55,Branch,41-55,48,11,4
2024-03-11,TK500472,C104219,East,Other,14.02,CallCenter,41-55,11,3,1
2024-01-05,TK500473,C101698,North,Card,12.9,Digital,56+,1,1,1
2024-10-07,TK500474,C102672,South,Other,9.53,Digital,26-40,41,10,4
2024-04-04,TK500475,C102437,West,Transfer,9.22,CallCenter,41-55,14,4,2
2024-05-04,TK500476,C107258,South,Other,11.56,Digital,41-55,18,5,2
2024-05-10,TK500477,C100400,South,AppBug,11.12,CallCenter,26-40,19,5,2
2024-11-13,TK500478,C106311,North,Login,10.48,Digital,41-55,46,11,4
2024-10-05,TK500479,C107699,North,Card,17.97,CallCenter,26-40,40,10,4
2024-03-29,TK500480,C103580,South,Other,12.41,CallCenter,41-55,13,3,1
2024-03-31,TK500481,C106221,South,AppBug,13.52,CallCenter,18-25,13,3,1
2024-06-29,TK500482,C103074,West,Login,16.81,Digital,56+,26,6,2
2024-09-18,TK500483,C103600,West,Login,10.92,Digital,26-40,38,9,3
2024-02-29,TK500484,C105300,East,Login,1.0,Digital,26-40,9,2,1
2024-03-30,TK500485,C105515,West,Card,14.32,Digital,56+,13,3,1
2024-01-06,TK500486,C106954,East,Login,25.95,Digital,41-55,1,1,1
2024-08-04,TK500487,C101264,North,Login,14.17,Digital,26-40,31,8,3
2024-05-12,TK500488,C102611,South,Login,9.6,CallCenter,41-55,19,5,2
2024-06-17,TK500489,C102434,South,Transfer,14.44,Digital,41-55,25,6,2
2024-07-05,TK500490,C100498,South,Other,6.51,Digital,26-40,27,7,3
2024-11-20,TK500491,C102008,South,Card,7.29,CallCenter,18-25,47,11,4
2024-09-10,TK500492,C107734,West,Card,13.04,Digital,41-55,37,9,3
2024-07-26,TK500493,C100414,North,AppBug,12.37,Digital,18-25,30,7,3
2024-05-10,TK500494,C100509,West,Login,10.24,Digital,18-25,19,5,2
2024-09-14,TK500495,C106809,North,Transfer,16.58,CallCenter,41-55,37,9,3
2024-07-13,TK500496,C100043,South,AppBug,23.16,Digital,26-40,28,7,3
2024-02-16,TK500497,C100662,West,AppBug,18.67,CallCenter,18-25,7,2,1
2024-06-13,TK500498,C105663,South,Transfer,11.04,CallCenter,18-25,24,6,2
2024-11-11,TK500499,C102015,North,AppBug,7.29,CallCenter,26-40,46,11,4
2024-07-24,TK500500,C101964,North,Login,16.55,CallCenter,41-55,30,7,3
2024-01-25,TK500501,C102319,South,Card,18.65,Digital,56+,4,1,1
2024-04-17,TK500502,C103664,East,Transfer,11.45,Digital,26-40,16,4,2
2024-07-12,TK500503,C102605,North,Card,27.65,Branch,18-25,28,7,3
2024-09-23,TK500504,C103585,West,Other,5.95,Branch,41-55,39,9,3
2024-05-20,TK500505,C102608,West,Login,22.92,Digital,41-55,21,5,2
2024-11-22,TK500506,C107274,South,Transfer,4.62,CallCenter,41-55,47,11,4
2024-12-27,TK500507,C105530,East,Login,2.63,Digital,26-40,52,12,4
2024-09-08,TK500508,C105778,North,AppBug,19.62,CallCenter,41-55,36,9,3
2024-01-05,TK500509,C106889,South,Transfer,7.07,CallCenter,41-55,1,1,1
2024-10-03,TK500510,C107979,West,Login,7.69,Digital,26-40,40,10,4
2024-06-01,TK500511,C104938,East,Other,2.01,Digital,41-55,22,6,2
2024-01-31,TK500512,C103817,South,Transfer,23.45,Digital,26-40,5,1,1
2024-07-05,TK500513,C102772,South,Transfer,6.98,CallCenter,56+,27,7,3
2024-07-26,TK500514,C104749,South,Card,21.84,CallCenter,18-25,30,7,3
2024-05-23,TK500515,C102871,North,Login,14.09,CallCenter,26-40,21,5,2
2024-12-02,TK500516,C106233,South,Other,9.88,Branch,26-40,49,12,4
2024-01-30,TK500517,C100386,West,Login,18.39,Digital,41-55,5,1,1
2024-10-15,TK500518,C102285,South,Transfer,4.26,Digital,18-25,42,10,4
2024-01-23,TK500519,C102878,South,Login,7.46,Digital,26-40,4,1,1
2024-04-17,TK500520,C101154,South,Login,15.62,CallCenter,26-40,16,4,2
2024-06-09,TK500521,C104422,South,Card,9.35,CallCenter,41-55,23,6,2
2024-09-20,TK500522,C104501,North,Login,10.56,Branch,26-40,38,9,3
2024-01-30,TK500523,C107305,East,AppBug,8.59,Digital,26-40,5,1,1
2024-10-19,TK500524,C103524,West,Card,9.29,Digital,26-40,42,10,4
2024-06-11,TK500525,C106605,West,Login,13.5,Digital,18-25,24,6,2
2024-03-16,TK500526,C107086,North,Card,6.31,CallCenter,41-55,11,3,1
2024-11-09,TK500527,C101218,East,Card,10.65,CallCenter,41-55,45,11,4
2024-03-17,TK500528,C100392,South,Transfer,26.59,Digital,26-40,11,3,1
2024-11-17,TK500529,C100436,South,Card,5.41,CallCenter,18-25,46,11,4
2024-02-17,TK500530,C103969,South,Login,20.72,Digital,18-25,7,2,1
2024-09-05,TK500531,C102674,West,Login,25.78,CallCenter,26-40,36,9,3
2024-07-31,TK500532,C104816,West,Card,7.59,CallCenter,26-40,31,7,3
2024-06-28,TK500533,C107451,East,AppBug,10.13,Digital,26-40,26,6,2
2024-01-08,TK500534,C107265,North,AppBug,8.01,Digital,18-25,2,1,1
2024-01-30,TK500535,C101058,North,Other,7.51,Digital,26-40,5,1,1
2024-06-08,TK500536,C103383,South,AppBug,26.61,Digital,26-40,23,6,2
2024-01-11,TK500537,C103923,East,Transfer,2.73,Digital,56+,2,1,1
2024-01-02,TK500538,C104327,North,Transfer,18.75,Digital,41-55,1,1,1
2024-04-24,TK500539,C103908,South,Card,11.44,Digital,26-40,17,4,2
2024-03-29,TK500540,C100361,West,Card,6.5,Digital,18-25,13,3,1
2024-01-22,TK500541,C105084,South,AppBug,22.64,Digital,56+,4,1,1
2024-12-21,TK500542,C107814,North,AppBug,18.19,CallCenter,26-40,51,12,4
2024-05-16,TK500543,C101903,South,Transfer,8.64,CallCenter,18-25,20,5,2
2024-01-21,TK500544,C101325,South,AppBug,11.02,Digital,56+,3,1,1
2024-07-19,TK500545,C103663,South,Other,5.41,CallCenter,41-55,29,7,3
2024-01-14,TK500546,C102793,West,AppBug,16.63,Digital,56+,2,1,1
2024-09-28,TK500547,C102219,East,Transfer,9.3,Digital,26-40,39,9,3
2024-11-18,TK500548,C103814,South,AppBug,12.82,Digital,26-40,47,11,4
2024-03-15,TK500549,C103131,South,Transfer,9.73,CallCenter,56+,11,3,1
2024-03-11,TK500550,C100502,North,Other,16.99,Digital,56+,11,3,1
2024-01-07,TK500551,C102236,West,Login,12.88,Branch,18-25,1,1,1
2024-10-27,TK500552,C101698,North,Card,15.5,Branch,56+,43,10,4
2024-04-21,TK500553,C100564,South,AppBug,13.08,Digital,41-55,16,4,2
2024-04-03,TK500554,C101749,North,Other,17.45,Digital,26-40,14,4,2
2024-12-06,TK500555,C101828,South,Card,16.05,Digital,56+,49,12,4
2024-04-17,TK500556,C104089,South,AppBug,11.8,Branch,18-25,16,4,2
2024-08-09,TK500557,C106586,East,Other,20.99,Digital,18-25,32,8,3
2024-07-12,TK500558,C104454,South,Other,17.51,CallCenter,26-40,28,7,3
2024-07-07,TK500559,C104466,South,Login,9.42,Digital,18-25,27,7,3
2024-12-04,TK500560,C103440,South,AppBug,19.63,Branch,26-40,49,12,4
2024-11-02,TK500561,C107074,South,Transfer,28.22,CallCenter,41-55,44,11,4
2024-01-02,TK500562,C106047,West,Transfer,11.28,Digital,18-25,1,1,1
2024-08-13,TK500563,C100001,West,AppBug,7.38,Digital,26-40,33,8,3
2024-10-08,TK500564,C100842,North,Login,6.77,Digital,26-40,41,10,4
2024-12-09,TK500565,C107265,North,Card,21.9,Digital,18-25,50,12,4
2024-03-16,TK500566,C102459,South,Card,6.52,Digital,26-40,11,3,1
2024-07-13,TK500567,C105152,South,Login,15.48,CallCenter,26-40,28,7,3
2024-04-22,TK500568,C107638,South,AppBug,12.02,Branch,26-40,17,4,2
2024-02-10,TK500569,C100117,South,AppBug,1.73,CallCenter,41-55,6,2,1
2024-07-02,TK500570,C100362,South,AppBug,2.24,Digital,18-25,27,7,3
2024-08-30,TK500571,C104643,South,Login,12.94,Digital,18-25,35,8,3
2024-05-19,TK500572,C100425,South,Login,11.89,Digital,41-55,20,5,2
2024-09-28,TK500573,C102578,South,Login,8.63,Branch,18-25,39,9,3
2024-06-19,TK500574,C101182,South,Transfer,12.76,CallCenter,18-25,25,6,2
2024-05-15,TK500575,C107558,North,Login,12.49,CallCenter,56+,20,5,2
2024-09-29,TK500576,C103195,South,Transfer,16.97,Branch,26-40,39,9,3
2024-07-12,TK500577,C106185,North,Card,19.78,Digital,41-55,28,7,3
2024-11-05,TK500578,C103447,South,Card,6.86,CallCenter,41-55,45,11,4
2024-10-30,TK500579,C107508,North,AppBug,20.0,CallCenter,41-55,44,10,4
2024-02-21,TK500580,C102727,South,Card,16.51,CallCenter,18-25,8,2,1
2024-05-07,TK500581,C102436,South,Card,8.3,Branch,26-40,19,5,2
2024-10-20,TK500582,C101633,South,Other,23.52,Digital,41-55,42,10,4
2024-12-05,TK500583,C103754,East,AppBug,15.66,Digital,26-40,49,12,4
2024-07-15,TK500584,C104302,West,Card,15.58,Digital,56+,29,7,3
2024-06-06,TK500585,C103292,North,Login,10.81,CallCenter,26-40,23,6,2
2024-08-14,TK500586,C104729,East,Transfer,15.67,Branch,26-40,33,8,3
2024-02-19,TK500587,C107777,West,Login,16.36,CallCenter,56+,8,2,1
2024-05-08,TK500588,C104225,South,Transfer,16.75,Branch,56+,19,5,2
2024-12-13,TK500589,C106707,South,Card,21.66,Digital,26-40,50,12,4
2024-03-07,TK500590,C105159,North,Login,6.53,Branch,26-40,10,3,1
2024-10-21,TK500591,C103614,West,AppBug,9.25,CallCenter,41-55,43,10,4
2024-12-01,TK500592,C106705,North,Card,3.97,CallCenter,26-40,48,12,4
2024-03-08,TK500593,C100748,East,Login,10.6,CallCenter,41-55,10,3,1
2024-02-05,TK500594,C106276,East,Transfer,9.27,Branch,18-25,6,2,1
2024-03-07,TK500595,C105653,South,Other,3.15,Branch,26-40,10,3,1
2024-11-21,TK500596,C105373,East,AppBug,15.89,CallCenter,26-40,47,11,4
2024-09-12,TK500597,C106730,East,AppBug,20.87,Digital,41-55,37,9,3
2024-11-20,TK500598,C103189,South,Other,21.09,CallCenter,26-40,47,11,4
2024-07-28,TK500599,C106924,North,AppBug,7.45,Digital,26-40,30,7,3
2024-11-21,TK500600,C104770,South,Transfer,7.36,Branch,41-55,47,11,4
2024-02-12,TK500601,C106992,South,Card,1.0,Digital,56+,7,2,1
2024-11-19,TK500602,C105929,South,Transfer,14.86,CallCenter,18-25,47,11,4
2024-03-27,TK500603,C100381,South,Login,10.37,CallCenter,56+,13,3,1
2024-05-05,TK500604,C106028,East,AppBug,6.81,CallCenter,56+,18,5,2
2024-10-30,TK500605,C100706,North,AppBug,16.37,Branch,41-55,44,10,4
2024-10-12,TK500606,C101295,South,Transfer,13.31,CallCenter,26-40,41,10,4
2024-01-09,TK500607,C104007,West,Login,14.48,Digital,18-25,2,1,1
2024-09-03,TK500608,C106883,North,AppBug,22.76,CallCenter,41-55,36,9,3
2024-06-04,TK500609,C107574,South,Login,3.87,Digital,18-25,23,6,2
2024-09-01,TK500610,C107102,East,Other,14.92,Digital,26-40,35,9,3
2024-11-21,TK500611,C101339,South,Card,7.13,Digital,26-40,47,11,4
2024-01-22,TK500612,C102971,West,Login,7.12,CallCenter,41-55,4,1,1
2024-01-21,TK500613,C101791,North,Card,17.77,Digital,26-40,3,1,1
2024-10-02,TK500614,C103877,North,Other,11.79,Digital,56+,40,10,4
2024-11-18,TK500615,C104661,South,Card,16.39,CallCenter,56+,47,11,4
2024-10-16,TK500616,C103480,South,Card,10.62,CallCenter,26-40,42,10,4
2024-12-20,TK500617,C102131,North,AppBug,10.4,CallCenter,41-55,51,12,4
2024-01-12,TK500618,C100163,South,Card,6.31,Branch,18-25,2,1,1
2024-08-20,TK500619,C105901,East,AppBug,4.65,Digital,18-25,34,8,3
2024-06-02,TK500620,C107062,South,Login,9.6,Digital,26-40,22,6,2
2024-06-26,TK500621,C101256,South,Other,6.16,CallCenter,41-55,26,6,2
2024-08-02,TK500622,C104694,South,AppBug,9.82,Digital,26-40,31,8,3
2024-06-23,TK500623,C107255,North,Login,20.06,CallCenter,18-25,25,6,2
2024-05-06,TK500624,C100010,West,Login,24.16,CallCenter,26-40,19,5,2
2024-05-04,TK500625,C106955,South,Card,18.09,Digital,26-40,18,5,2
2024-02-25,TK500626,C103572,South,Login,7.39,CallCenter,26-40,8,2,1
2024-01-10,TK500627,C106052,West,Card,11.42,Digital,41-55,2,1,1
2024-08-01,TK500628,C105488,South,AppBug,13.65,Digital,26-40,31,8,3
2024-09-26,TK500629,C100131,West,Card,11.85,Digital,56+,39,9,3
2024-10-10,TK500630,C102061,South,Card,19.69,Branch,26-40,41,10,4
2024-10-11,TK500631,C102866,North,Login,30.12,CallCenter,26-40,41,10,4
2024-07-08,TK500632,C102504,East,Other,13.02,Digital,26-40,28,7,3
2024-02-23,TK500633,C105689,South,Card,12.7,Digital,56+,8,2,1
2024-05-23,TK500634,C101334,East,AppBug,11.44,Digital,56+,21,5,2
2024-10-01,TK500635,C105278,South,Transfer,10.57,Branch,18-25,40,10,4
2024-03-08,TK500636,C102821,North,Other,13.86,CallCenter,41-55,10,3,1
2024-12-04,TK500637,C101931,East,Login,2.14,CallCenter,41-55,49,12,4
2024-08-01,TK500638,C107368,South,Transfer,17.51,Digital,56+,31,8,3
2024-05-25,TK500639,C104799,East,AppBug,13.8,Digital,41-55,21,5,2
2024-12-07,TK500640,C102085,East,Login,10.77,Digital,26-40,49,12,4
2024-11-29,TK500641,C102190,West,Login,14.84,CallCenter,18-25,48,11,4
2024-09-30,TK500642,C104958,West,Login,1.93,CallCenter,26-40,40,9,3
2024-06-10,TK500643,C107271,East,AppBug,21.04,Digital,56+,24,6,2
2024-11-10,TK500644,C106452,North,Login,24.39,CallCenter,26-40,45,11,4
2024-08-22,TK500645,C103478,East,Login,9.32,CallCenter,56+,34,8,3
2024-07-28,TK500646,C106179,North,Login,21.97,Digital,26-40,30,7,3
2024-03-18,TK500647,C106914,North,AppBug,10.6,CallCenter,41-55,12,3,1
2024-03-18,TK500648,C100806,North,Login,11.9,CallCenter,41-55,12,3,1
2024-06-10,TK500649,C106132,West,Login,10.52,Digital,41-55,24,6,2
2024-11-23,TK500650,C103417,South,Card,11.65,Branch,41-55,47,11,4
2024-04-09,TK500651,C105019,South,Card,8.09,CallCenter,26-40,15,4,2
2024-02-28,TK500652,C101173,North,Login,9.65,Branch,41-55,9,2,1
2024-03-25,TK500653,C103172,East,Card,10.63,Digital,41-55,13,3,1
2024-10-24,TK500654,C106096,East,Transfer,9.86,Digital,18-25,43,10,4
2024-02-23,TK500655,C104439,South,Transfer,8.91,CallCenter,26-40,8,2,1
2024-10-13,TK500656,C100325,South,Transfer,7.38,CallCenter,41-55,41,10,4
2024-06-17,TK500657,C107244,West,Card,17.97,Digital,26-40,25,6,2
2024-06-04,TK500658,C103140,South,Card,18.46,Branch,26-40,23,6,2
2024-12-15,TK500659,C106528,South,Transfer,1.45,CallCenter,26-40,50,12,4
2024-06-18,TK500660,C101480,West,Login,10.81,CallCenter,26-40,25,6,2
2024-02-01,TK500661,C103752,South,Transfer,8.94,Digital,26-40,5,2,1
2024-03-04,TK500662,C103782,South,Transfer,10.53,CallCenter,56+,10,3,1
2024-02-27,TK500663,C104042,West,AppBug,17.17,Digital,18-25,9,2,1
2024-03-27,TK500664,C104473,North,Transfer,10.81,Digital,18-25,13,3,1
2024-03-02,TK500665,C107424,South,Login,12.79,Branch,41-55,9,3,1
2024-07-15,TK500666,C104055,South,Card,17.13,Digital,41-55,29,7,3
