customer_id,segment,age_band,region,join_date,primary_channel
C100558,26-40,26-40,South,2022-08-08,Digital
C100559,26-40,26-40,West,2020-12-25,Digital
C100560,18-25,18-25,South,2021-05-14,ATM
C100561,26-40,26-40,South,2020-11-01,Digital
C100562,41-55,41-55,West,2020-10-15,Digital
C100563,41-55,41-55,South,2021-03-23,Branch
C100564,41-55,41-55,South,2021-12-29,CallCenter
C100565,41-55,41-55,South,2023-02-23,Branch
C100566,41-55,41-55,West,2021-03-01,Digital
C100567,18-25,18-25,South,2020-09-29,Branch
C100568,26-40,26-40,East,2020-07-03,CallCenter
C100569,26-40,26-40,East,2020-10-13,Digital
C100570,26-40,26-40,South,2021-09-24,Branch
C100571,41-55,41-55,West,2021-08-24,Branch
C100572,26-40,26-40,East,2021-08-05,Branch
C100573,41-55,41-55,South,2021-04-08,Digital
C100574,56+,56+,West,2021-10-24,CallCenter
C100575,26-40,26-40,South,2022-08-02,Digital
C100576,56+,56+,North,2020-03-06,Digital
C100577,26-40,26-40,South,2023-07-24,Digital
C100578,56+,56+,South,2021-03-22,Digital
C100579,26-40,26-40,North,2020-07-21,Digital
C100580,26-40,26-40,South,2020-09-12,ATM
C100581,26-40,26-40,South,2022-03-09,ATM
C100582,18-25,18-25,South,2022-01-30,Digital
C100583,26-40,26-40,North,2020-05-09,ATM
C100584,56+,56+,West,2021-12-30,CallCenter
C100585,41-55,41-55,South,2020-11-19,Digital
C100586,18-25,18-25,North,2023-08-24,Branch
C100587,26-40,26-40,South,2021-03-27,CallCenter
C100588,18-25,18-25,South,2023-12-31,ATM
C100589,18-25,18-25,East,2022-04-26,Branch
C100590,56+,56+,South,2023-11-09,ATM
C100591,26-40,26-40,North,2022-03-21,Branch
C100592,26-40,26-40,West,2020-07-03,Digital
C100593,26-40,26-40,South,2022-07-28,Digital
C100594,18-25,18-25,North,2021-11-28,Branch
C100595,26-40,26-40,East,2023-04-11,Digital
C100596,41-55,41-55,East,2021-07-25,Digital
C100597,41-55,41-55,East,2020-09-30,Digital
C100598,56+,56+,South,2020-06-14,ATM
C100599,41-55,41-55,South,2022-12-22,Branch
C100600,26-40,26-40,South,2020-12-06,Digital
C100601,41-55,41-55,North,2022-09-01,Digital
C100602,56+,56+,South,2020-07-15,Digital
C100603,41-55,41-55,West,2020-04-26,Digital
C100604,56+,56+,East,2022-11-04,Branch
C100605,41-55,41-55,South,2021-05-18,Digital
C100606,56+,56+,South,2022-04-08,CallCenter
C100607,18-25,18-25,East,2020-02-10,Digital
C100608,41-55,41-55,South,2020-10-01,Digital
C100609,26-40,26-40,North,2020-05-11,ATM
C100610,26-40,26-40,North,2021-02-12,Digital
C100611,41-55,41-55,East,2021-02-18,Digital
C100612,56+,56+,East,2021-07-01,Digital
C100613,56+,56+,North,2020-12-21,Branch
C100614,26-40,26-40,North,2021-10-29,Digital
C100615,41-55,41-55,East,2023-08-08,ATM
C100616,41-55,41-55,South,2020-05-05,Branch
C100617,26-40,26-40,East,2023-07-29,ATM
C100618,18-25,18-25,North,2021-08-25,Branch
C100619,18-25,18-25,East,2022-04-24,ATM
C100620,41-55,41-55,West,2022-09-08,Branch
C100621,26-40,26-40,South,2022-12-09,Digital
C100622,56+,56+,South,2023-10-10,Branch
C100623,26-40,26-40,East,2023-12-31,Branch
C100624,56+,56+,South,2020-05-23,Digital
C100625,26-40,26-40,North,2021-08-22,Branch
C100626,41-55,41-55,South,2022-02-26,Digital
C100627,18-25,18-25,West,2022-02-02,Branch
C100628,26-40,26-40,South,2023-12-19,Digital
C100629,41-55,41-55,West,2022-08-09,Digital
C100630,56+,56+,South,2021-08-10,Digital
C100631,41-55,41-55,South,2023-09-06,Digital
C100632,18-25,18-25,North,2022-12-03,Digital
C100633,26-40,26-40,East,2023-03-10,Digital
C100634,18-25,18-25,North,2022-07-05,Branch
C100635,18-25,18-25,South,2020-04-04,Digital
C100636,41-55,41-55,South,2023-11-19,CallCenter
C100637,41-55,41-55,South,2022-11-07,ATM
C100638,41-55,41-55,South,2020-08-06,Digital
C100639,56+,56+,North,2021-01-03,Digital
C100640,41-55,41-55,South,2021-05-13,Digital
C100641,41-55,41-55,West,2021-01-07,Digital
C100642,18-25,18-25,North,2022-06-26,Digital
C100643,26-40,26-40,South,2022-03-10,Branch
C100644,41-55,41-55,South,2020-11-06,Branch
C100645,56+,56+,South,2022-10-14,Digital
C100646,18-25,18-25,East,2021-02-23,Branch
C100647,26-40,26-40,South,2020-08-20,Digital
C100648,41-55,41-55,South,2023-10-29,ATM
C100649,18-25,18-25,East,2021-04-04,CallCenter
C100650,26-40,26-40,South,2020-12-05,Digital
C100651,56+,56+,West,2022-11-12,ATM
C100652,41-55,41-55,West,2023-01-20,ATM
C100653,26-40,26-40,North,2020-08-10,Digital
C100654,56+,56+,South,2020-03-22,Digital
C100655,26-40,26-40,South,2023-05-26,ATM
C100656,56+,56+,South,2022-01-06,Digital
C100657,26-40,26-40,South,2021-10-28,Digital
C100658,26-40,26-40,South,2021-09-06,Branch
C100659,26-40,26-40,South,2022-05-06,Digital
C100660,26-40,26-40,South,2022-09-11,Digital
C100661,56+,56+,South,2020-04-27,CallCenter
C100662,18-25,18-25,West,2021-01-22,Digital
C100663,18-25,18-25,West,2023-10-26,Branch
C100664,26-40,26-40,North,2020-08-31,Branch
C100665,41-55,41-55,East,2023-08-18,Digital
C100666,41-55,41-55,South,2021-08-09,Branch
C100667,56+,56+,East,2020-10-04,Branch
C100668,26-40,26-40,South,2022-05-18,Digital
C100669,26-40,26-40,West,2022-08-26,Branch
C100670,18-25,18-25,North,2021-05-26,CallCenter
C100671,26-40,26-40,South,2023-03-04,CallCenter
C100672,56+,56+,West,2020-04-03,Digital
C100673,41-55,41-55,South,2020-06-27,Digital
C100674,26-40,26-40,North,2022-06-27,Branch
C100675,26-40,26-40,East,2022-04-23,CallCenter
C100676,56+,56+,East,2022-10-18,ATM
C100677,26-40,26-40,East,2023-05-27,Digital
C100678,18-25,18-25,East,2023-09-20,ATM
C100679,26-40,26-40,East,2022-01-10,Digital
C100680,18-25,18-25,North,2022-01-02,Digital
C100681,18-25,18-25,South,2023-09-11,Branch
C100682,18-25,18-25,East,2023-11-04,Digital
C100683,26-40,26-40,West,2020-03-10,Branch
C100684,41-55,41-55,South,2022-01-08,Digital
C100685,26-40,26-40,North,2023-09-04,ATM
C100686,26-40,26-40,East,2020-03-15,CallCenter
C100687,56+,56+,South,2023-11-28,Digital
C100688,41-55,41-55,North,2022-12-30,Branch
C100689,26-40,26-40,West,2020-08-15,Branch
C100690,26-40,26-40,South,2022-07-25,Digital
C100691,56+,56+,South,2021-09-21,ATM
C100692,26-40,26-40,North,2021-05-03,Branch
C100693,26-40,26-40,North,2022-06-25,Digital
C100694,56+,56+,East,2022-12-10,ATM
C100695,26-40,26-40,South,2023-07-29,Digital
C100696,41-55,41-55,North,2021-09-01,Digital
C100697,26-40,26-40,South,2020-08-21,Digital
C100698,41-55,41-55,North,2023-06-15,ATM
C100699,26-40,26-40,North,2021-05-03,CallCenter
C100700,26-40,26-40,South,2023-01-14,Digital
C100701,26-40,26-40,South,2023-03-11,Digital
C100702,18-25,18-25,South,2020-03-26,Digital
C100703,56+,56+,South,2021-08-22,Branch
C100704,26-40,26-40,South,2020-05-03,Digital
C100705,26-40,26-40,South,2022-06-02,Digital
C100706,41-55,41-55,North,2023-03-07,Digital
C100707,41-55,41-55,North,2022-03-29,Digital
C100708,26-40,26-40,North,2021-04-18,Branch
C100709,26-40,26-40,South,2023-11-22,Branch
C100710,56+,56+,East,2020-05-05,Digital
C100711,41-55,41-55,North,2020-07-25,Digital
C100712,41-55,41-55,East,2021-06-18,Digital
C100713,56+,56+,East,2023-10-17,Branch
C100714,41-55,41-55,North,2023-07-30,Digital
C100715,18-25,18-25,North,2022-04-04,Digital
C100716,26-40,26-40,South,2023-10-23,Branch
C100717,18-25,18-25,North,2023-08-13,Digital
C100718,41-55,41-55,South,2022-05-07,Branch
C100719,56+,56+,North,2020-06-21,Digital
C100720,26-40,26-40,East,2023-08-07,Digital
C100721,26-40,26-40,South,2022-07-26,Branch
C100722,18-25,18-25,East,2020-07-25,Digital
C100723,56+,56+,East,2023-05-12,Digital
C100724,18-25,18-25,South,2021-08-05,ATM
C100725,18-25,18-25,West,2023-02-23,Digital
C100726,26-40,26-40,West,2021-01-17,CallCenter
C100727,18-25,18-25,South,2020-01-15,Digital
C100728,26-40,26-40,North,2021-10-25,ATM
C100729,26-40,26-40,South,2021-10-22,ATM
C100730,26-40,26-40,South,2023-06-15,Digital
C100731,18-25,18-25,South,2020-06-17,Branch
C100732,18-25,18-25,South,2023-08-26,Branch
C100733,26-40,26-40,South,2020-08-11,Digital
C100734,18-25,18-25,East,2023-09-27,Digital
C100735,41-55,41-55,South,2022-10-28,CallCenter
C100736,18-25,18-25,South,2021-06-09,Branch
C100737,26-40,26-40,South,2023-10-29,CallCenter
C100738,26-40,26-40,East,2021-06-08,ATM
C100739,26-40,26-40,East,2022-07-15,ATM
C100740,18-25,18-25,North,2020-01-24,Branch
C100741,18-25,18-25,East,2020-05-29,Branch
C100742,56+,56+,North,2021-05-31,ATM
C100743,18-25,18-25,East,2020-12-22,Branch
C100744,26-40,26-40,South,2020-11-28,Digital
C100745,26-40,26-40,South,2021-07-07,Branch
C100746,26-40,26-40,East,2022-06-08,Digital
C100747,26-40,26-40,West,2020-07-02,CallCenter
C100748,41-55,41-55,East,2023-01-03,Branch
C100749,41-55,41-55,South,2023-05-23,Branch
C100750,26-40,26-40,East,2023-05-05,Digital
C100751,26-40,26-40,South,2020-10-11,Branch
C100752,26-40,26-40,East,2023-07-10,Digital
C100753,26-40,26-40,West,2020-07-08,Branch
C100754,41-55,41-55,North,2020-06-05,Branch
C100755,26-40,26-40,South,2022-11-26,Digital
C100756,26-40,26-40,South,2023-01-15,Digital
C100757,56+,56+,North,2020-07-04,Branch
C100758,18-25,18-25,South,2021-08-30,Digital
C100759,26-40,26-40,South,2021-08-22,ATM
C100760,41-55,41-55,South,2022-11-21,ATM
C100761,18-25,18-25,North,2022-01-23,ATM
C100762,18-25,18-25,South,2022-05-27,Digital
C100763,18-25,18-25,East,2020-04-27,Digital
C100764,56+,56+,South,2023-11-28,CallCenter
C100765,18-25,18-25,South,2022-03-23,CallCenter
C100766,18-25,18-25,East,2022-09-03,Digital
C100767,18-25,18-25,West,2021-12-02,Branch
C100768,18-25,18-25,South,2020-12-25,Digital
C100769,41-55,41-55,North,2022-09-03,Digital
C100770,26-40,26-40,North,2021-02-25,CallCenter
C100771,26-40,26-40,West,2020-11-16,CallCenter
C100772,26-40,26-40,East,2022-03-18,CallCenter
C100773,41-55,41-55,East,2021-06-05,Digital
C100774,18-25,18-25,East,2023-07-30,Digital
C100775,56+,56+,North,2022-08-21,ATM
C100776,41-55,41-55,South,2021-06-29,Branch
C100777,18-25,18-25,East,2020-02-22,Digital
C100778,41-55,41-55,West,2021-05-13,Branch
C100779,56+,56+,South,2020-06-18,Digital
C100780,26-40,26-40,South,2020-11-16,Branch
C100781,56+,56+,North,2021-02-18,ATM
C100782,26-40,26-40,West,2022-08-11,Digital
C100783,41-55,41-55,South,2020-06-04,Digital
C100784,56+,56+,East,2020-08-24,Branch
C100785,26-40,26-40,South,2020-02-27,Branch
C100786,41-55,41-55,South,2023-09-01,Digital
C100787,26-40,26-40,East,2023-12-13,Digital
C100788,41-55,41-55,South,2021-03-11,Branch
C100789,41-55,41-55,East,2021-10-27,Digital
C100790,18-25,18-25,West,2021-03-16,Branch
C100791,26-40,26-40,West,2022-02-18,Branch
C100792,26-40,26-40,South,2022-03-16,Digital
C100793,18-25,18-25,East,2021-01-07,Branch
C100794,18-25,18-25,South,2022-07-31,Branch
C100795,26-40,26-40,South,2020-01-12,Branch
C100796,18-25,18-25,South,2022-07-30,Branch
C100797,18-25,18-25,South,2023-01-01,Digital
C100798,41-55,41-55,North,2020-03-18,Digital
C100799,41-55,41-55,South,2022-11-23,Digital
C100800,41-55,41-55,North,2022-12-13,Digital
C100801,26-40,26-40,South,2023-11-21,Digital
C100802,56+,56+,North,2023-03-23,Digital
C100803,26-40,26-40,South,2020-01-31,Branch
C100804,18-25,18-25,East,2020-04-29,Digital
C100805,18-25,18-25,South,2020-07-19,CallCenter
C100806,41-55,41-55,North,2022-04-29,Branch
C100807,18-25,18-25,East,2022-11-06,Digital
C100808,26-40,26-40,West,2022-08-19,Branch
C100809,56+,56+,West,2021-04-27,Digital
C100810,18-25,18-25,West,2020-10-20,CallCenter
C100811,18-25,18-25,West,2020-04-03,CallCenter
C100812,56+,56+,South,2021-06-30,ATM
C100813,26-40,26-40,West,2021-03-15,Branch
C100814,18-25,18-25,West,2021-03-19,CallCenter
C100815,56+,56+,South,2020-05-08,Branch
C100816,56+,56+,West,2021-03-01,ATM
C100817,26-40,26-40,East,2023-05-08,Digital
C100818,41-55,41-55,East,2020-12-17,CallCenter
C100819,26-40,26-40,West,2023-07-05,Branch
C100820,18-25,18-25,South,2020-05-06,Digital
C100821,26-40,26-40,South,2022-07-19,CallCenter
C100822,26-40,26-40,East,2020-06-06,Branch
C100823,41-55,41-55,East,2021-07-17,CallCenter
C100824,41-55,41-55,West,2023-10-25,Digital
C100825,18-25,18-25,West,2023-01-28,Branch
C100826,26-40,26-40,East,2022-01-20,Branch
C100827,26-40,26-40,West,2022-07-11,Digital
C100828,56+,56+,North,2022-08-22,ATM
C100829,26-40,26-40,West,2023-03-03,Branch
C100830,41-55,41-55,North,2022-05-16,Digital
C100831,26-40,26-40,South,2022-01-16,Branch
C100832,26-40,26-40,North,2020-04-20,Digital
C100833,41-55,41-55,South,2023-11-01,ATM
C100834,41-55,41-55,South,2022-04-07,ATM
C100835,26-40,26-40,North,2021-02-27,Digital
C100836,41-55,41-55,East,2020-07-16,Branch
C100837,56+,56+,East,2022-06-01,Digital
C100838,26-40,26-40,North,2023-02-17,Digital
C100839,26-40,26-40,East,2023-03-26,ATM
C100840,18-25,18-25,North,2023-07-18,Digital
C100841,41-55,41-55,North,2023-07-29,Digital
C100842,26-40,26-40,North,2022-06-29,Digital
C100843,26-40,26-40,South,2023-10-15,Branch
C100844,18-25,18-25,East,2020-04-18,ATM
C100845,56+,56+,South,2021-07-31,Digital
C100846,26-40,26-40,East,2021-12-07,Digital
C100847,41-55,41-55,South,2022-10-18,Digital
C100848,18-25,18-25,East,2021-03-13,Digital
C100849,56+,56+,West,2021-02-27,Digital
C100850,18-25,18-25,South,2023-08-12,ATM
C100851,18-25,18-25,North,2022-08-06,Branch
C100852,56+,56+,North,2022-07-16,Digital
C100853,56+,56+,South,2020-09-26,Branch
C100854,18-25,18-25,South,2021-12-31,ATM
C100855,26-40,26-40,South,2021-09-07,Digital
C100856,41-55,41-55,West,2022-06-25,Digital
C100857,56+,56+,West,2023-09-06,ATM
C100858,26-40,26-40,South,2021-02-10,Digital
C100859,26-40,26-40,South,2023-03-30,ATM
C100860,41-55,41-55,South,2022-07-14,ATM
C100861,41-55,41-55,South,2021-12-26,ATM
C100862,41-55,41-55,West,2023-10-20,Digital
C100863,26-40,26-40,South,2020-08-02,Digital
C100864,18-25,18-25,North,2022-09-18,ATM
C100865,56+,56+,South,2021-08-05,Digital
C100866,56+,56+,North,2022-09-23,Digital
C100867,41-55,41-55,South,2020-07-21,Branch
C100868,18-25,18-25,South,2022-12-11,Digital
C100869,18-25,18-25,East,2020-04-10,Branch
C100870,41-55,41-55,South,2021-05-24,CallCenter
C100871,18-25,18-25,West,2023-08-17,Branch
C100872,56+,56+,North,2022-07-13,Digital
C100873,26-40,26-40,East,2021-12-18,CallCenter
C100874,41-55,41-55,North,2021-04-28,Branch
C100875,56+,56+,South,2020-05-10,Digital
C100876,26-40,26-40,West,2020-06-11,Branch
C100877,26-40,26-40,East,2022-11-13,Digital
C100878,41-55,41-55,North,2021-02-04,Digital
C100879,26-40,26-40,South,2020-04-18,Branch
C100880,26-40,26-40,East,2021-10-02,Digital
C100881,41-55,41-55,West,2021-08-01,Digital
C100882,56+,56+,East,2023-10-31,Branch
C100883,26-40,26-40,North,2020-12-02,Digital
C100884,18-25,18-25,South,2021-01-25,Branch
C100885,26-40,26-40,North,2020-08-28,Digital
C100886,26-40,26-40,North,2020-10-01,Branch
C100887,18-25,18-25,South,2022-02-18,ATM
C100888,18-25,18-25,East,2020-11-21,Digital
C100889,41-55,41-55,North,2022-11-17,ATM
C100890,26-40,26-40,East,2023-04-09,Digital
C100891,56+,56+,East,2021-12-12,Digital
C100892,26-40,26-40,East,2020-12-15,Digital
C100893,18-25,18-25,South,2023-04-14,Digital
C100894,41-55,41-55,South,2023-11-12,Digital
C100895,56+,56+,North,2023-09-02,ATM
C100896,26-40,26-40,South,2023-09-06,ATM
C100897,18-25,18-25,South,2023-03-25,CallCenter
C100898,18-25,18-25,South,2022-12-14,CallCenter
C100899,26-40,26-40,North,2023-10-29,Digital
C100900,26-40,26-40,South,2021-05-10,Digital
C100901,26-40,26-40,West,2023-09-19,Digital
C100902,18-25,18-25,East,2020-01-31,Branch
C100903,26-40,26-40,South,2023-05-01,ATM
C100904,56+,56+,West,2021-05-03,Digital
C100905,41-55,41-55,South,2021-03-03,Digital
C100906,26-40,26-40,South,2022-09-13,Digital
C100907,18-25,18-25,East,2020-09-11,ATM
C100908,26-40,26-40,South,2023-12-22,Digital
C100909,26-40,26-40,South,2022-11-28,Branch
C100910,41-55,41-55,South,2020-01-29,Digital
C100911,56+,56+,South,2023-05-20,Digital
C100912,56+,56+,South,2020-06-06,Digital
C100913,56+,56+,South,2023-04-17,ATM
C100914,56+,56+,South,2023-04-02,ATM
C100915,56+,56+,South,2022-07-29,Digital
C100916,18-25,18-25,South,2022-05-27,Digital
C100917,18-25,18-25,South,2023-04-27,Digital
C100918,26-40,26-40,West,2023-05-27,Digital
C100919,26-40,26-40,East,2022-10-30,Digital
C100920,18-25,18-25,South,2020-09-06,Digital
C100921,41-55,41-55,East,2022-08-30,Branch
C100922,41-55,41-55,North,2020-10-21,ATM
C100923,26-40,26-40,South,2020-03-09,Branch
C100924,18-25,18-25,South,2020-08-09,Branch
C100925,26-40,26-40,South,2021-11-03,CallCenter
C100926,18-25,18-25,East,2023-11-09,CallCenter
C100927,56+,56+,West,2020-02-19,Digital
C100928,26-40,26-40,South,2020-04-18,Digital
C100929,41-55,41-55,South,2020-05-14,Digital
C100930,26-40,26-40,South,2020-10-05,ATM
C100931,26-40,26-40,South,2022-03-01,Digital
C100932,26-40,26-40,North,2023-04-15,Digital
C100933,41-55,41-55,West,2020-03-10,Branch
C100934,41-55,41-55,East,2023-03-21,Branch
C100935,18-25,18-25,West,2023-08-27,Branch
C100936,56+,56+,South,2020-04-25,ATM
C100937,18-25,18-25,North,2021-10-19,Branch
C100938,56+,56+,South,2023-04-05,ATM
C100939,18-25,18-25,West,2022-10-19,Digital
C100940,26-40,26-40,North,2020-09-27,ATM
C100941,41-55,41-55,North,2020-08-03,Branch
C100942,18-25,18-25,North,2021-10-13,Digital
C100943,26-40,26-40,East,2023-05-23,CallCenter
C100944,26-40,26-40,East,2023-10-17,CallCenter
C100945,26-40,26-40,East,2021-11-29,ATM
C100946,41-55,41-55,North,2022-02-12,CallCenter
C100947,56+,56+,East,2022-03-27,Digital
C100948,56+,56+,South,2021-12-17,Digital
C100949,26-40,26-40,North,2022-08-05,Digital
C100950,26-40,26-40,South,2021-02-03,ATM
C100951,26-40,26-40,South,2022-02-27,ATM
C100952,26-40,26-40,South,2022-06-14,CallCenter
C100953,18-25,18-25,West,2022-04-02,ATM
C100954,56+,56+,South,2023-11-25,Branch
C100955,56+,56+,South,2022-12-23,Digital
C100956,41-55,41-55,East,2022-12-08,Digital
C100957,26-40,26-40,East,2023-03-24,Digital
C100958,26-40,26-40,North,2022-02-09,ATM
C100959,26-40,26-40,South,2021-03-23,Digital
C100960,26-40,26-40,South,2022-02-21,CallCenter
C100961,26-40,26-40,South,2023-09-09,Branch
C100962,18-25,18-25,East,2023-07-08,Digital
C100963,18-25,18-25,South,2021-06-01,ATM
C100964,56+,56+,South,2021-12-06,Branch
C100965,26-40,26-40,North,2021-02-01,Branch
C100966,56+,56+,South,2020-01-18,Digital
C100967,18-25,18-25,South,2021-03-30,Digital
C100968,26-40,26-40,West,2020-05-27,Digital
C100969,18-25,18-25,South,2021-06-07,Branch
C100970,26-40,26-40,West,2020-03-19,ATM
C100971,18-25,18-25,South,2021-04-08,CallCenter
C100972,18-25,18-25,West,2022-11-09,ATM
C100973,56+,56+,North,2023-05-17,Digital
C100974,26-40,26-40,South,2023-07-20,CallCenter
C100975,41-55,41-55,North,2022-03-30,Digital
C100976,26-40,26-40,North,2022-03-09,Digital
C100977,26-40,26-40,West,2023-11-14,Branch
C100978,26-40,26-40,East,2022-03-22,CallCenter
C100979,18-25,18-25,South,2020-05-02,CallCenter
C100980,56+,56+,South,2023-09-29,ATM
C100981,41-55,41-55,South,2022-06-16,Digital
C100982,41-55,41-55,East,2022-08-31,Digital
C100983,26-40,26-40,West,2020-05-20,Digital
C100984,18-25,18-25,South,2021-11-17,Branch
C100985,56+,56+,East,2021-11-01,Digital
C100986,26-40,26-40,South,2023-04-05,Digital
C100987,18-25,18-25,West,2021-07-13,Digital
C100988,26-40,26-40,North,2021-05-16,Branch
C100989,41-55,41-55,South,2022-09-21,Branch
C100990,41-55,41-55,West,2020-01-23,Digital
C100991,41-55,41-55,South,2022-12-25,Digital
C100992,41-55,41-55,North,2020-01-11,Branch
C100993,18-25,18-25,South,2020-12-13,Branch
C100994,56+,56+,South,2021-12-27,Digital
C100995,26-40,26-40,West,2020-10-10,Digital
C100996,41-55,41-55,West,2020-02-21,CallCenter
C100997,18-25,18-25,South,2021-09-04,ATM
C100998,56+,56+,West,2022-10-30,Digital
C100999,26-40,26-40,East,2020-12-19,Branch
C101000,18-25,18-25,West,2021-02-04,Branch
C101001,26-40,26-40,South,2022-09-15,Digital
C101002,18-25,18-25,South,2023-10-16,Digital
C101003,18-25,18-25,North,2022-01-26,CallCenter
C101004,41-55,41-55,North,2022-03-27,Branch
C101005,26-40,26-40,East,2023-04-23,Digital
C101006,56+,56+,North,2020-04-06,ATM
C101007,26-40,26-40,South,2023-12-04,Digital
C101008,41-55,41-55,East,2021-11-26,Branch
C101009,26-40,26-40,North,2021-07-06,Digital
C101010,41-55,41-55,South,2022-06-21,Digital
C101011,26-40,26-40,East,2023-08-25,Digital
C101012,26-40,26-40,West,2023-10-01,CallCenter
C101013,56+,56+,South,2023-02-09,Branch
C101014,26-40,26-40,West,2021-12-07,ATM
C101015,18-25,18-25,West,2020-08-05,Digital
C101016,41-55,41-55,East,2020-10-05,ATM
C101017,41-55,41-55,South,2023-05-06,Digital
C101018,18-25,18-25,East,2020-07-01,Branch
C101019,26-40,26-40,East,2021-12-04,Digital
C101020,56+,56+,South,2021-08-18,Branch
C101021,41-55,41-55,West,2022-11-02,Digital
C101022,56+,56+,West,2021-05-16,Digital
C101023,26-40,26-40,South,2022-10-23,ATM
C101024,41-55,41-55,East,2022-01-12,Digital
C101025,26-40,26-40,South,2023-07-18,Digital
C101026,56+,56+,East,2020-09-29,CallCenter
C101027,26-40,26-40,West,2023-01-17,Digital
C101028,41-55,41-55,North,2022-11-20,Branch
C101029,26-40,26-40,North,2023-04-19,ATM
C101030,26-40,26-40,South,2021-12-17,Branch
C101031,41-55,41-55,West,2021-04-13,Digital
C101032,26-40,26-40,South,2022-01-25,Branch
C101033,56+,56+,West,2023-11-22,Branch
